transaction_date,merchant_category,transaction_amount
2019-02-23,Health Fitness,4584.64
2019-02-23,Grocery Pos,13949.87
2019-02-23,Grocery Net,1913.04
2019-02-23,Gas Transport,7939.43
2019-02-23,Food Dining,4006.88
2019-02-23,Home,5517.21
2019-02-24,Travel,2805.26
2019-02-24,Shopping Pos,13853.210000000001
2019-02-24,Shopping Net,12669.14
2019-02-24,Personal Care,5291.99
2019-02-24,Misc Pos,7277.46
2019-02-24,Misc Net,8269.15
2019-02-24,Kids Pets,8937.57
2019-02-24,Health Fitness,6519.21
2019-02-24,Grocery Pos,22175.85
2019-02-24,Grocery Net,3917.65
2019-02-24,Gas Transport,11620.3
2019-02-24,Food Dining,6028.48
2019-02-24,Entertainment,8045.54
2019-02-24,Home,9718.96
2019-02-25,Misc Net,15592.15
2019-02-25,Travel,5753.76
2019-02-25,Shopping Pos,10686.130000000001
2019-02-25,Shopping Net,23168.57
2019-02-25,Personal Care,6998.93
2019-02-25,Misc Pos,7336.03
2019-02-25,Kids Pets,9203.59
2019-02-25,Entertainment,8042.5199999999995
2019-02-25,Health Fitness,7437.92
2019-02-25,Food Dining,7562.99
2019-02-25,Gas Transport,11486.289999999999
2019-02-25,Home,10867.42
2019-02-25,Grocery Pos,26159.22
2019-02-25,Grocery Net,3548.06
2019-02-26,Travel,9993.83
2019-02-26,Shopping Pos,17493.38
2019-02-26,Shopping Net,17415.41
2019-02-26,Personal Care,6041.41
2019-02-26,Misc Pos,7101.57
2019-02-26,Kids Pets,10716.87
2019-02-26,Misc Net,7267.95
2019-02-26,Health Fitness,6511.8
2019-02-26,Grocery Pos,24295.01
2019-02-26,Grocery Net,4388.14
2019-02-26,Gas Transport,13043.79
2019-02-26,Food Dining,7649.69
2019-02-26,Entertainment,8474.38
2019-02-26,Home,9635.44
2019-02-27,Travel,1722.7
2019-02-27,Shopping Pos,9161.39
2019-02-27,Shopping Net,3325.6800000000003
2019-02-27,Personal Care,3310.35
2019-02-27,Misc Pos,6763.12
2019-02-27,Misc Net,5702.0
2019-02-27,Kids Pets,4383.89
2019-02-27,Health Fitness,4230.7
2019-02-27,Grocery Pos,11339.42
2019-02-27,Grocery Net,2096.97
2019-02-27,Gas Transport,6167.36
2019-02-27,Food Dining,4228.15
2019-02-27,Entertainment,2912.99
2019-02-27,Home,4135.2300000000005
2019-02-28,Travel,7580.09
2019-02-28,Shopping Pos,20488.72
2019-02-28,Shopping Net,15221.25
2019-02-28,Personal Care,10504.44
2019-02-28,Misc Pos,11404.64
2019-02-28,Misc Net,8162.7300000000005
2019-02-28,Kids Pets,12210.88
2019-02-28,Home,12820.99
2019-02-28,Grocery Pos,27971.49
2019-02-28,Grocery Net,5021.36
2019-02-28,Gas Transport,17840.8
2019-02-28,Food Dining,9564.04
2019-02-28,Entertainment,14247.28
2019-02-28,Health Fitness,11037.52
2019-03-01,Misc Net,7028.26
2019-03-01,Travel,4996.41
2019-03-01,Shopping Pos,11184.41
2019-03-01,Shopping Net,9502.61
2019-03-01,Personal Care,3816.33
2019-03-01,Misc Pos,5818.55
2019-03-01,Kids Pets,7124.64
2019-03-01,Entertainment,8824.38
2019-03-01,Health Fitness,4859.87
2019-03-01,Food Dining,5862.22
2019-03-01,Gas Transport,9392.85
2019-03-01,Home,9328.68
2019-03-01,Grocery Pos,16964.26
2019-03-01,Grocery Net,3005.98
2019-03-02,Travel,15200.59
2019-03-02,Shopping Pos,16834.7
2019-03-02,Shopping Net,11058.57
2019-03-02,Personal Care,6934.25
2019-03-02,Misc Pos,5723.89
2019-03-02,Kids Pets,11576.12
2019-03-02,Misc Net,9448.65
2019-03-02,Health Fitness,9694.44
2019-03-02,Grocery Pos,23544.38
2019-03-02,Grocery Net,3051.14
2019-03-02,Gas Transport,15140.96
2019-03-02,Food Dining,6539.14
2019-03-02,Entertainment,8114.14
2019-03-02,Home,13568.34
2019-03-03,Travel,10639.09
2019-03-03,Shopping Pos,21137.66
2019-03-03,Shopping Net,15526.539999999999
2019-03-03,Personal Care,8232.63
2019-03-03,Misc Pos,10301.72
2019-03-03,Kids Pets,13039.89
2019-03-03,Misc Net,9593.93
2019-03-03,Health Fitness,8145.77
2019-03-03,Entertainment,13433.039999999999
2019-03-03,Food Dining,10991.789999999999
2019-03-03,Home,14579.4
2019-03-03,Grocery Net,4694.67
2019-03-03,Grocery Pos,25597.510000000002
2019-03-03,Gas Transport,16610.64
2019-03-04,Travel,12379.6
2019-03-04,Shopping Pos,15369.57
2019-03-04,Shopping Net,13394.36
2019-03-04,Personal Care,9967.82
2019-03-04,Misc Pos,11532.47
2019-03-04,Kids Pets,12645.76
2019-03-04,Misc Net,12653.36
2019-03-04,Health Fitness,10266.16
2019-03-04,Grocery Pos,30597.99
2019-03-04,Grocery Net,5620.88
2019-03-04,Gas Transport,14907.7
2019-03-04,Food Dining,8441.15
2019-03-04,Entertainment,11175.61
2019-03-04,Home,14289.61
2019-03-05,Travel,14112.16
2019-03-05,Shopping Pos,11115.77
2019-03-05,Shopping Net,9707.66
2019-03-05,Personal Care,3819.63
2019-03-05,Misc Pos,5779.87
2019-03-05,Misc Net,5545.67
2019-03-05,Kids Pets,5886.35
2019-03-05,Health Fitness,4518.31
2019-03-05,Entertainment,6487.39
2019-03-05,Food Dining,3564.04
2019-03-05,Home,6549.54
2019-03-05,Grocery Net,2769.39
2019-03-05,Grocery Pos,13645.87
2019-03-05,Gas Transport,8508.38
2019-03-06,Travel,2957.77
2019-03-06,Shopping Pos,6579.15
2019-03-06,Shopping Net,7841.5
2019-03-06,Personal Care,5634.63
2019-03-06,Misc Pos,6156.5
2019-03-06,Kids Pets,6738.53
2019-03-06,Misc Net,5203.7699999999995
2019-03-06,Health Fitness,5183.8
2019-03-06,Grocery Pos,15447.18
2019-03-06,Grocery Net,3061.93
2019-03-06,Gas Transport,8728.18
2019-03-06,Food Dining,5643.83
2019-03-06,Entertainment,5708.95
2019-03-06,Home,8292.31
2019-03-07,Travel,4239.09
2019-03-07,Shopping Pos,12902.74
2019-03-07,Shopping Net,17354.97
2019-03-07,Personal Care,4544.8
2019-03-07,Misc Pos,7725.59
2019-03-07,Misc Net,8209.29
2019-03-07,Kids Pets,7416.66
2019-03-07,Home,8680.11
2019-03-07,Grocery Pos,15944.95
2019-03-07,Grocery Net,3336.13
2019-03-07,Gas Transport,8968.380000000001
2019-03-07,Food Dining,6999.9
2019-03-07,Entertainment,6815.1900000000005
2019-03-07,Health Fitness,6513.83
2019-03-08,Travel,2484.37
2019-03-08,Shopping Pos,15609.9
2019-03-08,Shopping Net,11620.97
2019-03-08,Personal Care,5837.25
2019-03-08,Misc Pos,5101.58
2019-03-08,Misc Net,8069.17
2019-03-08,Kids Pets,8387.94
2019-03-08,Health Fitness,5733.39
2019-03-08,Grocery Pos,19117.4
2019-03-08,Grocery Net,3350.6
2019-03-08,Gas Transport,9756.34
2019-03-08,Food Dining,6259.01
2019-03-08,Entertainment,9020.89
2019-03-08,Home,7048.43
2019-03-09,Misc Net,5152.45
2019-03-09,Travel,7779.219999999999
2019-03-09,Shopping Pos,18622.94
2019-03-09,Shopping Net,8768.99
2019-03-09,Personal Care,6940.16
2019-03-09,Misc Pos,8635.08
2019-03-09,Kids Pets,10208.84
2019-03-09,Grocery Net,4181.12
2019-03-09,Health Fitness,8933.21
2019-03-09,Grocery Pos,24361.36
2019-03-09,Home,11259.51
2019-03-09,Gas Transport,16123.43
2019-03-09,Food Dining,8023.25
2019-03-09,Entertainment,10667.37
2019-03-10,Travel,6189.27
2019-03-10,Shopping Pos,17850.77
2019-03-10,Shopping Net,28533.71
2019-03-10,Personal Care,7230.29
2019-03-10,Misc Pos,14655.74
2019-03-10,Misc Net,11272.69
2019-03-10,Kids Pets,14253.62
2019-03-10,Home,15298.65
2019-03-10,Health Fitness,9751.13
2019-03-10,Grocery Pos,32357.72
2019-03-10,Grocery Net,5196.9
2019-03-10,Gas Transport,17571.54
2019-03-10,Food Dining,9523.15
2019-03-10,Entertainment,12010.44
2019-03-11,Travel,20802.89
2019-03-11,Shopping Pos,18753.989999999998
2019-03-11,Shopping Net,16346.28
2019-03-11,Personal Care,8182.44
2019-03-11,Misc Pos,15442.88
2019-03-11,Misc Net,11499.449999999999
2019-03-11,Kids Pets,11776.97
2019-03-11,Health Fitness,9564.96
2019-03-11,Grocery Pos,28983.11
2019-03-11,Grocery Net,4571.44
2019-03-11,Gas Transport,16145.369999999999
2019-03-11,Food Dining,8968.57
2019-03-11,Entertainment,11175.86
2019-03-11,Home,14655.960000000001
2019-03-12,Home,6257.23
2019-03-12,Travel,3805.7799999999997
2019-03-12,Shopping Pos,7287.0
2019-03-12,Shopping Net,11062.09
2019-03-12,Personal Care,3554.96
2019-03-12,Misc Pos,3345.92
2019-03-12,Misc Net,8104.46
2019-03-12,Grocery Pos,14280.539999999999
2019-03-12,Health Fitness,4625.45
2019-03-12,Grocery Net,2712.23
2019-03-12,Gas Transport,8214.77
2019-03-12,Food Dining,4487.71
2019-03-12,Entertainment,5002.12
2019-03-12,Kids Pets,5477.99
2019-03-13,Misc Pos,3035.0299999999997
2019-03-13,Personal Care,3843.61
2019-03-13,Misc Net,6694.5599999999995
2019-03-13,Shopping Pos,11593.81
2019-03-13,Travel,2585.57
2019-03-13,Shopping Net,8476.22
2019-03-13,Kids Pets,7732.15
2019-03-13,Home,7978.87
2019-03-13,Health Fitness,4981.9800000000005
2019-03-13,Grocery Pos,14461.35
2019-03-13,Grocery Net,2423.8
2019-03-13,Gas Transport,9017.08
2019-03-13,Food Dining,4200.3
2019-03-13,Entertainment,3977.32
2019-03-14,Travel,8123.18
2019-03-14,Shopping Pos,6675.72
2019-03-14,Shopping Net,12742.09
2019-03-14,Personal Care,3993.66
2019-03-14,Misc Pos,5299.41
2019-03-14,Misc Net,7805.009999999999
2019-03-14,Kids Pets,6977.71
2019-03-14,Health Fitness,4709.7
2019-03-14,Grocery Pos,16831.66
2019-03-14,Grocery Net,2649.02
2019-03-14,Gas Transport,9505.3
2019-03-14,Food Dining,5537.11
2019-03-14,Entertainment,6466.6
2019-03-14,Home,7876.84
2019-03-15,Misc Net,4148.86
2019-03-15,Travel,13154.99
2019-03-15,Shopping Pos,14726.49
2019-03-15,Shopping Net,12065.82
2019-03-15,Personal Care,4901.1
2019-03-15,Misc Pos,4777.22
2019-03-15,Kids Pets,8207.79
2019-03-15,Home,9190.84
2019-03-15,Health Fitness,4447.69
2019-03-15,Grocery Pos,19445.35
2019-03-15,Grocery Net,3031.59
2019-03-15,Gas Transport,8942.47
2019-03-15,Food Dining,5699.46
2019-03-15,Entertainment,6031.64
2019-03-16,Travel,23410.44
2019-03-16,Shopping Pos,13984.66
2019-03-16,Shopping Net,12374.49
2019-03-16,Personal Care,6808.78
2019-03-16,Misc Pos,9750.01
2019-03-16,Misc Net,8128.18
2019-03-16,Kids Pets,9809.95
2019-03-16,Home,13076.34
2019-03-16,Health Fitness,7072.36
2019-03-16,Grocery Pos,25714.5
2019-03-16,Grocery Net,4214.7
2019-03-16,Gas Transport,15286.98
2019-03-16,Food Dining,7390.5
2019-03-16,Entertainment,11920.89
2019-03-17,Shopping Pos,24456.23
2019-03-17,Shopping Net,11167.97
2019-03-17,Personal Care,8536.72
2019-03-17,Misc Pos,7578.74
2019-03-17,Misc Net,9477.72
2019-03-17,Kids Pets,11823.32
2019-03-17,Travel,3009.92
2019-03-17,Health Fitness,9649.53
2019-03-17,Grocery Pos,27148.81
2019-03-17,Grocery Net,4784.82
2019-03-17,Gas Transport,18599.3
2019-03-17,Food Dining,11020.21
2019-03-17,Entertainment,10849.08
2019-03-17,Home,14442.29
2019-03-18,Travel,3630.85
2019-03-18,Shopping Pos,13193.039999999999
2019-03-18,Shopping Net,15049.56
2019-03-18,Personal Care,7680.56
2019-03-18,Misc Pos,7184.7
2019-03-18,Misc Net,5860.6
2019-03-18,Kids Pets,13421.99
2019-03-18,Home,15492.5
2019-03-18,Health Fitness,8144.0599999999995
2019-03-18,Grocery Pos,29101.64
2019-03-18,Grocery Net,4472.78
2019-03-18,Gas Transport,16918.2
2019-03-18,Food Dining,9616.55
2019-03-18,Entertainment,12345.37
2019-03-19,Travel,3671.1
2019-03-19,Shopping Pos,4940.79
2019-03-19,Shopping Net,7809.59
2019-03-19,Personal Care,3199.03
2019-03-19,Misc Pos,3855.13
2019-03-19,Misc Net,5703.28
2019-03-19,Kids Pets,4889.88
2019-03-19,Home,7280.0
2019-03-19,Health Fitness,5070.55
2019-03-19,Grocery Pos,14193.77
2019-03-19,Grocery Net,2461.54
2019-03-19,Gas Transport,8046.32
2019-03-19,Food Dining,3966.69
2019-03-19,Entertainment,6827.889999999999
2019-03-20,Travel,21403.52
2019-03-20,Shopping Pos,7118.36
2019-03-20,Shopping Net,8571.89
2019-03-20,Personal Care,5301.12
2019-03-20,Misc Pos,4241.98
2019-03-20,Misc Net,3918.56
2019-03-20,Kids Pets,7816.4
2019-03-20,Home,7403.17
2019-03-20,Health Fitness,4600.98
2019-03-20,Grocery Pos,17191.97
2019-03-20,Grocery Net,3004.97
2019-03-20,Gas Transport,7000.85
2019-03-20,Food Dining,5679.74
2019-03-20,Entertainment,7398.76
2019-03-21,Shopping Pos,11941.29
2019-03-21,Shopping Net,11115.65
2019-03-21,Personal Care,4779.75
2019-03-21,Misc Pos,4122.3
2019-03-21,Misc Net,7848.85
2019-03-21,Kids Pets,8569.0
2019-03-21,Travel,2890.4300000000003
2019-03-21,Health Fitness,5116.43
2019-03-21,Grocery Pos,17664.71
2019-03-21,Grocery Net,2713.51
2019-03-21,Gas Transport,9225.47
2019-03-21,Food Dining,5783.57
2019-03-21,Entertainment,8006.34
2019-03-21,Home,7034.51
2019-03-22,Travel,23334.41
2019-03-22,Shopping Pos,10664.96
2019-03-22,Shopping Net,10857.5
2019-03-22,Personal Care,4919.46
2019-03-22,Misc Pos,4621.94
2019-03-22,Misc Net,7302.58
2019-03-22,Kids Pets,8383.31
2019-03-22,Home,8620.82
2019-03-22,Health Fitness,4905.91
2019-03-22,Grocery Pos,20413.85
2019-03-22,Grocery Net,2893.81
2019-03-22,Gas Transport,9468.34
2019-03-22,Food Dining,4096.73
2019-03-22,Entertainment,7024.88
2019-03-23,Shopping Pos,20288.71
2019-03-23,Shopping Net,13633.83
2019-03-23,Personal Care,6283.44
2019-03-23,Misc Pos,8709.77
2019-03-23,Misc Net,10138.44
2019-03-23,Kids Pets,11716.539999999999
2019-03-23,Travel,8068.860000000001
2019-03-23,Health Fitness,8038.43
2019-03-23,Grocery Pos,27117.78
2019-03-23,Grocery Net,3714.53
2019-03-23,Gas Transport,15408.36
2019-03-23,Food Dining,8486.06
2019-03-23,Entertainment,11179.59
2019-03-23,Home,12675.28
2019-03-24,Shopping Pos,23438.91
2019-03-24,Shopping Net,14502.18
2019-03-24,Personal Care,7944.17
2019-03-24,Misc Pos,9290.92
2019-03-24,Misc Net,6401.02
2019-03-24,Kids Pets,13053.84
2019-03-24,Travel,5844.17
2019-03-24,Health Fitness,9453.49
2019-03-24,Grocery Pos,28247.63
2019-03-24,Grocery Net,5129.25
2019-03-24,Gas Transport,15073.19
2019-03-24,Food Dining,9581.09
2019-03-24,Entertainment,10975.960000000001
2019-03-24,Home,13097.27
2019-03-25,Travel,19300.34
2019-03-25,Shopping Pos,12334.78
2019-03-25,Shopping Net,22287.39
2019-03-25,Personal Care,8092.31
2019-03-25,Misc Pos,9506.65
2019-03-25,Misc Net,10360.91
2019-03-25,Kids Pets,13743.64
2019-03-25,Home,12197.6
2019-03-25,Grocery Pos,27206.93
2019-03-25,Grocery Net,4953.35
2019-03-25,Gas Transport,16409.98
2019-03-25,Food Dining,8861.77
2019-03-25,Entertainment,13635.49
2019-03-25,Health Fitness,9285.03
2019-03-26,Misc Pos,4588.69
2019-03-26,Travel,4193.4
2019-03-26,Shopping Pos,7867.6
2019-03-26,Shopping Net,10068.34
2019-03-26,Personal Care,5185.11
2019-03-26,Misc Net,3928.81
2019-03-26,Kids Pets,4618.43
2019-03-26,Home,6418.71
2019-03-26,Health Fitness,4719.06
2019-03-26,Grocery Pos,16770.96
2019-03-26,Grocery Net,1645.96
2019-03-26,Gas Transport,8558.23
2019-03-26,Food Dining,4024.75
2019-03-26,Entertainment,5007.46
2019-03-27,Travel,1197.89
2019-03-27,Shopping Pos,9924.76
2019-03-27,Shopping Net,9180.86
2019-03-27,Personal Care,5947.01
2019-03-27,Misc Pos,4273.46
2019-03-27,Misc Net,6924.15
2019-03-27,Kids Pets,7614.02
2019-03-27,Home,7853.75
2019-03-27,Health Fitness,5289.61
2019-03-27,Grocery Pos,16485.25
2019-03-27,Grocery Net,2571.31
2019-03-27,Gas Transport,8541.09
2019-03-27,Food Dining,5131.3
2019-03-27,Entertainment,6068.72
2019-03-28,Travel,3552.05
2019-03-28,Shopping Pos,9298.14
2019-03-28,Shopping Net,6437.9800000000005
2019-03-28,Personal Care,5394.06
2019-03-28,Misc Pos,4373.9
2019-03-28,Misc Net,6647.53
2019-03-28,Home,7103.78
2019-03-28,Grocery Pos,15129.29
2019-03-28,Health Fitness,4453.51
2019-03-28,Grocery Net,2562.55
2019-03-28,Gas Transport,10205.54
2019-03-28,Food Dining,6320.43
2019-03-28,Entertainment,6084.55
2019-03-28,Kids Pets,8099.58
2019-03-29,Travel,3223.5
2019-03-29,Shopping Pos,7077.5599999999995
2019-03-29,Shopping Net,5925.51
2019-03-29,Personal Care,5473.16
2019-03-29,Misc Pos,3745.08
2019-03-29,Misc Net,4603.61
2019-03-29,Kids Pets,8780.94
2019-03-29,Grocery Pos,17387.24
2019-03-29,Health Fitness,6671.99
2019-03-29,Grocery Net,3318.99
2019-03-29,Gas Transport,8499.09
2019-03-29,Food Dining,4222.37
2019-03-29,Entertainment,6885.79
2019-03-29,Home,9525.59
2019-03-30,Personal Care,6397.64
2019-03-30,Shopping Net,16227.22
2019-03-30,Home,12463.86
2019-03-30,Travel,5917.0599999999995
2019-03-30,Misc Pos,10481.86
2019-03-30,Shopping Pos,17832.34
2019-03-30,Misc Net,8779.77
2019-03-30,Grocery Pos,23434.86
2019-03-30,Health Fitness,9299.29
2019-03-30,Grocery Net,4168.25
2019-03-30,Gas Transport,12347.89
2019-03-30,Food Dining,9508.37
2019-03-30,Entertainment,11114.07
2019-03-30,Kids Pets,11005.39
2019-03-31,Kids Pets,12336.35
2019-03-31,Travel,8135.42
2019-03-31,Shopping Pos,16803.6
2019-03-31,Shopping Net,17416.03
2019-03-31,Personal Care,7553.67
2019-03-31,Misc Pos,10395.95
2019-03-31,Misc Net,11727.06
2019-03-31,Grocery Pos,26768.45
2019-03-31,Health Fitness,9029.06
2019-03-31,Grocery Net,5755.82
2019-03-31,Gas Transport,15323.25
2019-03-31,Food Dining,11422.55
2019-03-31,Entertainment,11697.81
2019-03-31,Home,15318.72
2019-04-01,Personal Care,8247.96
2019-04-01,Shopping Net,10967.67
2019-04-01,Grocery Pos,27179.06
2019-04-01,Travel,5629.36
2019-04-01,Misc Pos,9400.14
2019-04-01,Shopping Pos,17915.32
2019-04-01,Misc Net,11274.65
2019-04-01,Grocery Net,5375.91
2019-04-01,Home,14229.03
2019-04-01,Health Fitness,8384.51
2019-04-01,Gas Transport,17081.15
2019-04-01,Food Dining,9804.24
2019-04-01,Entertainment,11523.81
2019-04-01,Kids Pets,12495.99
2019-04-02,Shopping Net,7629.94
2019-04-02,Personal Care,4180.17
2019-04-02,Misc Pos,4223.22
2019-04-02,Misc Net,1889.75
2019-04-02,Kids Pets,5599.32
2019-04-02,Home,6788.3
2019-04-02,Grocery Net,2550.83
2019-04-02,Grocery Pos,13734.619999999999
2019-04-02,Gas Transport,8028.86
2019-04-02,Food Dining,4257.2
2019-04-02,Entertainment,5919.63
2019-04-02,Shopping Pos,7551.29
2019-04-02,Health Fitness,4809.65
2019-04-02,Travel,2731.49
2019-04-03,Misc Pos,5835.75
2019-04-03,Personal Care,5409.84
2019-04-03,Travel,1180.58
2019-04-03,Misc Net,6525.82
2019-04-03,Shopping Pos,11835.68
2019-04-03,Kids Pets,5163.03
2019-04-03,Shopping Net,11109.380000000001
2019-04-03,Health Fitness,5731.99
2019-04-03,Grocery Pos,15039.19
2019-04-03,Grocery Net,2500.71
2019-04-03,Gas Transport,9173.18
2019-04-03,Home,7395.88
2019-04-03,Food Dining,5864.89
2019-04-03,Entertainment,7604.4400000000005
2019-04-04,Travel,3466.98
2019-04-04,Shopping Pos,18482.62
2019-04-04,Shopping Net,8751.619999999999
2019-04-04,Personal Care,4147.6
2019-04-04,Misc Pos,6143.81
2019-04-04,Misc Net,10537.68
2019-04-04,Kids Pets,8224.83
2019-04-04,Home,9603.18
2019-04-04,Health Fitness,5655.7699999999995
2019-04-04,Grocery Pos,18805.28
2019-04-04,Grocery Net,3394.2400000000002
2019-04-04,Gas Transport,10926.64
2019-04-04,Food Dining,5811.4
2019-04-04,Entertainment,8235.14
2019-04-05,Travel,2638.5499999999997
2019-04-05,Shopping Pos,9332.81
2019-04-05,Shopping Net,8543.73
2019-04-05,Personal Care,5488.58
2019-04-05,Misc Pos,4587.62
2019-04-05,Misc Net,4148.72
2019-04-05,Kids Pets,7283.41
2019-04-05,Home,8487.82
2019-04-05,Health Fitness,5769.48
2019-04-05,Grocery Pos,16855.55
2019-04-05,Grocery Net,3206.91
2019-04-05,Gas Transport,9321.72
2019-04-05,Food Dining,6551.65
2019-04-05,Entertainment,8081.25
2019-04-06,Travel,4921.58
2019-04-06,Shopping Pos,16143.97
2019-04-06,Shopping Net,14618.25
2019-04-06,Personal Care,7955.07
2019-04-06,Misc Pos,7816.36
2019-04-06,Misc Net,9169.34
2019-04-06,Kids Pets,11356.210000000001
2019-04-06,Home,12384.05
2019-04-06,Health Fitness,9638.65
2019-04-06,Grocery Pos,23378.32
2019-04-06,Grocery Net,4488.94
2019-04-06,Gas Transport,17130.79
2019-04-06,Food Dining,7881.03
2019-04-06,Entertainment,10790.58
2019-04-07,Shopping Pos,16145.65
2019-04-07,Travel,22140.590000000004
2019-04-07,Personal Care,10760.44
2019-04-07,Misc Pos,11601.78
2019-04-07,Misc Net,9818.45
2019-04-07,Kids Pets,15448.63
2019-04-07,Shopping Net,21901.68
2019-04-07,Health Fitness,9411.89
2019-04-07,Grocery Pos,30502.62
2019-04-07,Grocery Net,4617.03
2019-04-07,Gas Transport,17680.42
2019-04-07,Food Dining,9361.27
2019-04-07,Entertainment,11905.23
2019-04-07,Home,13709.16
2019-04-08,Travel,7386.28
2019-04-08,Shopping Pos,12953.99
2019-04-08,Shopping Net,17272.14
2019-04-08,Personal Care,8395.97
2019-04-08,Misc Pos,7741.83
2019-04-08,Misc Net,9703.130000000001
2019-04-08,Kids Pets,12014.07
2019-04-08,Home,15278.99
2019-04-08,Health Fitness,9996.65
2019-04-08,Grocery Pos,32209.33
2019-04-08,Grocery Net,4362.21
2019-04-08,Gas Transport,15892.1
2019-04-08,Food Dining,9039.03
2019-04-08,Entertainment,13984.4
2019-04-09,Shopping Pos,7007.6
2019-04-09,Travel,1678.91
2019-04-09,Personal Care,3638.29
2019-04-09,Misc Pos,4206.01
2019-04-09,Misc Net,3155.59
2019-04-09,Kids Pets,6113.16
2019-04-09,Shopping Net,5254.18
2019-04-09,Health Fitness,4888.15
2019-04-09,Grocery Pos,15792.33
2019-04-09,Grocery Net,2438.32
2019-04-09,Gas Transport,7650.38
2019-04-09,Food Dining,5557.45
2019-04-09,Entertainment,4821.84
2019-04-09,Home,6723.47
2019-04-10,Travel,4831.5
2019-04-10,Shopping Pos,13108.27
2019-04-10,Personal Care,5570.72
2019-04-10,Misc Pos,5642.47
2019-04-10,Misc Net,5907.85
2019-04-10,Kids Pets,7958.75
2019-04-10,Shopping Net,5063.93
2019-04-10,Health Fitness,3821.64
2019-04-10,Grocery Pos,15174.78
2019-04-10,Grocery Net,2444.69
2019-04-10,Gas Transport,8615.85
2019-04-10,Food Dining,4604.68
2019-04-10,Entertainment,6722.41
2019-04-10,Home,9213.34
2019-04-11,Travel,3373.49
2019-04-11,Shopping Pos,8986.78
2019-04-11,Shopping Net,7943.08
2019-04-11,Personal Care,3862.11
2019-04-11,Misc Pos,7697.2
2019-04-11,Misc Net,6191.85
2019-04-11,Kids Pets,8454.9
2019-04-11,Grocery Pos,18212.05
2019-04-11,Health Fitness,5896.58
2019-04-11,Grocery Net,2757.12
2019-04-11,Gas Transport,9763.41
2019-04-11,Food Dining,6362.91
2019-04-11,Entertainment,6787.71
2019-04-11,Home,6959.28
2019-04-12,Misc Pos,5547.83
2019-04-12,Personal Care,5299.11
2019-04-12,Misc Net,4330.59
2019-04-12,Shopping Pos,6292.47
2019-04-12,Travel,9672.05
2019-04-12,Shopping Net,15452.91
2019-04-12,Kids Pets,8208.91
2019-04-12,Entertainment,8505.07
2019-04-12,Health Fitness,5751.76
2019-04-12,Grocery Pos,16972.81
2019-04-12,Grocery Net,2601.49
2019-04-12,Gas Transport,11114.13
2019-04-12,Food Dining,5890.8
2019-04-12,Home,7483.889999999999
2019-04-13,Travel,11515.89
2019-04-13,Shopping Pos,16146.130000000001
2019-04-13,Shopping Net,8634.23
2019-04-13,Personal Care,7493.14
2019-04-13,Misc Pos,7761.46
2019-04-13,Misc Net,9476.16
2019-04-13,Kids Pets,11796.73
2019-04-13,Health Fitness,7370.72
2019-04-13,Grocery Pos,27463.04
2019-04-13,Grocery Net,4368.46
